residence	current_location	blood_group	job	mail	user_id	birthdate	company	name	username	ssn	registration	station_ID
	(Decimal('32.8997255'), Decimal('-131.591706'))	O+	Charity officer	frankdalton@yahoo.com	1428		Hicks, Johnson and Robinson	Maria Barber	lgrant	609-37-5193	2021-03-13	23
	(Decimal('50.5293435'), Decimal('9.699189'))	A+		manabu35@gmail.com	1932		株式会社小林銀行	佐藤 治	osamu23	083-49-5315	03/23/2020, 00:00:00	293
	(Decimal('0.543656'), Decimal('58.792258'))	A+		nanamiota@gmail.com	560		山田農林有限会社	鈴木 里佳	yuta23	796-57-1057	2020-12-08	484
		O+		marcelo95@hotmail.com	1316	1928-09-24	Brito	Manuela da Rocha	renan93	70521498341	19 Feb 2019	127
	(Decimal('-44.8604465'), Decimal('83.907589'))	O+	Coordenador	emanuellasales@hotmail.com	1196		Gonçalves Rocha - EI	Sr. Carlos Eduardo Pastor	nalbuquerque	67140925399	01/12/2020, 00:00:00	161
	(Decimal('47.319019'), Decimal('-102.604719'))	AB-		kenichi95@hotmail.com	1273	1943-10-27	井上鉱業合同会社	渡辺 太郎	moritaichi	829-79-9941	2018/10/25	669
	(Decimal('-43.0542065'), Decimal('-90.972591'))	A-		winklermia@gmx.de	1574	1945-03-17	Hein GbR	Ing. Semra Dippel	yvonnereinhardt	142-35-8594	11 Jun 2021	124
	(Decimal('-12.065628'), Decimal('-170.023425'))	B-		satomimiura@yahoo.com	1819	1986-07-04	吉田運輸有限会社	三浦 舞	matsudaosamu	682-44-3533	2021-12-08	722
	(Decimal('3.238617'), Decimal('-141.061756'))	A-		kristinakhan@hotmail.com	1016		Woods-Williams	Shane Lopez	sedwards	169-28-4684	07/22/2019, 00:00:00	33
	(Decimal('-81.7897275'), Decimal('-141.484929'))	AB-	ウェブデザイナー	takahashitaro@gmail.com	1612	1925-09-16	加藤通信株式会社	佐藤 京助	naoki54	069-88-2209	23 May 2022	293
	(Decimal('55.964375'), Decimal('-172.601776'))	AB-		lombardotiziano@fastwebnet.it	758		Milanesi Group	Annetta Caracciolo	dpaganini	NSTLGO24P10G232V	2022/11/18	163
	(Decimal('57.409037'), Decimal('64.855632'))	AB+		da-costaliam@uol.com.br	1687	1935-04-24	Rios	Vicente Aparecida	rdias	64597318020	2023-07-25	685
	(Decimal('-49.020893'), Decimal('-20.333634'))	AB-		fweaver@gmail.com	1938	2020-09-01	Diaz Inc	Raymond Bird	nunezraymond	236-10-5407	06/08/2022, 00:00:00	80
	(Decimal('-72.8576285'), Decimal('50.198762'))	AB-	裁判官	satomi65@hotmail.com	1316		前田鉱業株式会社	田中 裕太	matsumotohiroshi	804-95-5990	2019-02-21	510
	(Decimal('54.099342'), Decimal('-116.410992'))	A+		mechtild29@yahoo.de	1517		Bauer	Esther Briemer	pasqualejungfer	702-85-7453	2023/06/11	613
	(Decimal('-19.203148'), Decimal('27.133989'))	O+		naoko55@gmail.com	364		山下農林有限会社	佐藤 修平	satomi20	153-14-6495	2023/08/23	142
	(Decimal('-45.2597955'), Decimal('-39.783450'))	O+		jeffrey91@gmail.com	1007		Davis-White	Margaret Johnson	andrew02	013-61-7834	03/19/2023, 00:00:00	224
	(Decimal('-32.184867'), Decimal('-5.529753'))	AB-	Pilot	eileen40@hotmail.de	1411	1986-10-05	Beier	Anny Meister	lindaureimund	022-29-4447	2020-01-04	711
	(Decimal('-48.1164625'), Decimal('131.223034'))	O-	運転士	sfukuda@gmail.com	460		佐藤建設有限会社	伊藤 涼平	maedamanabu	841-23-4607	2024-10-02	722
	(Decimal('-32.123136'), Decimal('-74.731670'))	O-	Commercial horticulturist	stucchiolga@alice.it	1060	1924-02-16	Verdi s.r.l.	Sig.ra Pina Curiel	alessiaziani	DLLBRR18T68B362K	2023-10-28	559
	(Decimal('-63.085961'), Decimal('-120.583489'))	B-	演歌歌手	satominakamura@gmail.com	664		有限会社佐藤印刷	石井 加奈	osasaki	729-77-6703	2025/03/12	678
	(Decimal('-80.258023'), Decimal('151.251104'))	AB-	脚本家	takuma37@gmail.com	1386	1988-05-09	佐藤農林株式会社	山口 洋介	yoko27	765-11-5426	2021-11-10	94
		B+	Drogist	tschmiedt@hotmail.de	700		Hübel	Ing. Kamil Huhn B.Sc.	soedingnicolas	812-03-8551	16 Jan 2023	574
	(Decimal('58.904581'), Decimal('-179.331710'))	B-		pjohnson@gmail.com	1368	1912-12-20	Travis, Howard and Lang	Scott Medina	frenchteresa	507-55-8580	2023-04-23	83
	(Decimal('-73.9716225'), Decimal('90.888091'))	O+		yuki21@hotmail.com	1018		株式会社林建設	佐藤 陽子	anishimura	245-64-1738	12/23/2018, 00:00:00	49
	(Decimal('-2.283958'), Decimal('91.887454'))	A-		jonathan24@gmail.com	1855	1959-12-28	Medina, Joyce and Gibson	Clarence Ochoa	wkaiser	809-20-1838	2022-03-03	706
	(Decimal('-6.4610305'), Decimal('82.255295'))	A-	調理師	jsakamoto@yahoo.com	81	1977-07-27	佐藤運輸株式会社	渡辺 明美	mikitakahashi	879-55-2807	01/26/2022, 00:00:00	567
	(Decimal('-73.7148265'), Decimal('97.760178'))	B+		uyoshida@gmail.com	783	1987-12-20	青木ガス株式会社	山崎 七夏	satoatsushi	191-54-4368	04/08/2024, 00:00:00	189
	(Decimal('-68.994952'), Decimal('-58.707954'))	O-		esavorgnan@yahoo.com	858	1978-05-23	Pinamonte-Romagnoli Group	Roberto Prati	vincenzapagliaro	CMNPLA77S03I040J	21 Feb 2024	582
	(Decimal('-70.7239225'), Decimal('-89.447276'))	A-		silviadisdero@gmail.com	731	1909-10-21	Turchi SPA	Sig. Geronimo Botticelli	lboccioni	BLLVLT92T25A105U	03 Mar 2023	107
	(Decimal('76.758868'), Decimal('-89.796857'))	AB+		miturutanaka@yahoo.com	1842		高橋ガス合同会社	木村 七夏	akira13	814-16-2989	2024/11/04	628
	(Decimal('-69.478978'), Decimal('-158.343902'))	A-	Intelligence analyst	pugliesedina@poste.it	1362	1985-08-11	Turrini Group	Giada Battaglia	fausto30	RNCNNR61E28E608E	2022-08-07	581
	(Decimal('-58.261301'), Decimal('36.808024'))	AB+	Augenoptiker	eberhardtutz@googlemail.com	2025		Kaul Beer GmbH & Co. OHG	Herrmann Höfig	ignatz69	413-44-9617	2023-06-19	704
	(Decimal('-7.2598345'), Decimal('-1.041653'))	AB+		johnstonbrian@gmail.com	1243	1918-05-30	Morris-Barnes	Suzanne Lopez	qduarte	509-08-0858	2024/07/09	768
	(Decimal('-42.236336'), Decimal('154.235061'))	A-		ebender@gmail.com	986	1932-02-13	Norris, Hicks and Cunningham	Richard Obrien	msullivan	002-35-3225	12 Jun 2022	121
	(Decimal('-63.500882'), Decimal('86.907607'))	AB+		arnaldo71@live.com	1549		Zampa-Gadda e figli	Alina Marangoni-Camilleri	cgaluppi	SPNMME32L04B650V	2024/03/08	510
	(Decimal('63.125731'), Decimal('171.011656'))	O+	Fachinformatiker	ekramer@googlemail.com	2096	2023-11-12	Eimer	Cornelius Klingelhöfer	julia69	966-10-9993	03/24/2025, 00:00:00	244
	(Decimal('-0.3602165'), Decimal('-50.143278'))	A+		yito@gmail.com	1171	1982-10-25	株式会社山田運輸	佐藤 里佳	sayuri81	222-39-7577	05 May 2021	131
	(Decimal('-19.8967525'), Decimal('163.275480'))	A+		raquel98@yahoo.com.br	549		Vargas	Sr. Ryan Vieira	juliana23	28641579346	2025/02/05	583
	(Decimal('41.5898625'), Decimal('-105.760346'))	O-		sayuri10@hotmail.com	1344		株式会社斎藤銀行	松本 七夏	eogawa	106-59-8264	09 Jul 2021	435
	(Decimal('55.685577'), Decimal('136.308123'))	AB-	薬剤師	eaoki@hotmail.com	634		長谷川食品有限会社	斎藤 千代	yoshidachiyo	813-55-5169	06/22/2021, 00:00:00	25
	(Decimal('25.3260615'), Decimal('-108.716241'))	A-		omorales@gmail.com	768	1938-11-12	Ellis-Black	Anna Salazar	ricecindy	865-06-0372	2021/10/23	216
	(Decimal('-33.483062'), Decimal('-133.529743'))	A+		beckerstacy@yahoo.com	802	1953-01-07	Thomas-Johnson	Shane Taylor	escobarbrett	219-53-9413	2025/08/25	717
	(Decimal('54.1007575'), Decimal('174.370975'))	O+	Transportador	evelyn90@bol.com.br	1178	1994-05-28	Novaes	Manuela Pimenta	dborges	32059648106	2021/05/07	518
	(Decimal('-22.915882'), Decimal('-84.272854'))	B+	グラフィックデザイナー	kazuya65@gmail.com	1592		加藤運輸株式会社	石井 知実	kazuyashimizu	516-58-3044	06/27/2019, 00:00:00	246
	(Decimal('11.3736765'), Decimal('145.096002'))	A-	Data processing manager	andreottiarnaldo@libero.it	1534		Calarco, Mascheroni e Mondaini e figli	Pier Antonetti	parmitanorenata	MRSRTI12L21D990Y	09 Mar 2022	765
	(Decimal('49.938444'), Decimal('-14.168362'))	A+		ana-sophiavargas@gmail.com	1795	1951-11-04	Peixoto	Matheus Mendes	mmelo	93725408114	2025/06/29	311
	(Decimal('-55.0911825'), Decimal('51.196890'))	O+		casinimattia@tiscali.it	1254	1948-11-28	Agnesi, Ruffini e Coppola s.r.l.	Nadia Trussardi	carolinaiannuzzi	MNNLNI93H06B745Z	2019-03-25	7
	(Decimal('-0.422700'), Decimal('-30.908120'))	B+		cengiz89@googlemail.com	1093		Weiß	Valeri Otto-Schmidtke	sthanel	530-83-1085	2022/07/15	528
	(Decimal('-72.319006'), Decimal('105.700164'))	B-		mcguireaaron@gmail.com	183	1940-02-13	Howard-Williams	Richard Brown	keithturner	261-28-4975	2025-02-06	571
	(Decimal('-17.706415'), Decimal('-101.426163'))	AB-	Chemikant	ingeborg90@yahoo.de	1762		Junitz Tröst KG	Prof. Franz Ruppert B.Sc.	sabinabarkholz	007-00-0109	2021-06-07	633
	(Decimal('-85.150313'), Decimal('178.036418'))	A-	Profissional de rádio e tv	luiz-miguelcardoso@gmail.com	1586	2024-10-07	Rezende - EI	Maria Luiza Porto	vribeiro	43150296706	01/25/2020, 00:00:00	361
	(Decimal('-6.3130115'), Decimal('-134.731918'))	B+		smithryan@hotmail.com	1001		Sullivan, Jordan and Jones	Lynn Conway	ymeyer	188-72-8779	2020/05/31	287
	(Decimal('50.8803215'), Decimal('108.268152'))	AB+		mehmet43@hotmail.de	1969	1916-01-23	Schacht GmbH	Sonia Löwer	amir89	492-64-5073	2023-11-04	655
	(Decimal('14.6329175'), Decimal('146.237021'))	A-	Nurse, children's	linabonatti@libero.it	1602		Conte-Papafava Group	Lando Doglioni-Esposito	raffaelecomeriato	NSTGRG79R53H373Q	18 Jan 2023	661
	(Decimal('-3.1792495'), Decimal('84.707567'))	AB+		hans-gerdgeisler@web.de	2050	1945-12-03	Döhn AG	Manja Werner	heidemarie84	642-12-1637	06/12/2022, 00:00:00	68
	(Decimal('-72.4717195'), Decimal('-155.597080'))	O-		federicaantonetti@libero.it	1405	1926-04-27	Civaschi, Tamburini e Rosselli e figli	Puccio Manolesso	margherita04	ZCCCRI02M66E429W	2025-04-05	87
	(Decimal('20.199438'), Decimal('-17.411685'))	AB-	Mecânico	dfonseca@ig.com.br	364	1979-04-20	Oliveira	Benício Cavalcante	pietra99	42573069125	2024-11-03	590
	(Decimal('-16.1549965'), Decimal('-44.750619'))	O+		enriconascimento@hotmail.com	194		Freitas	Sr. Pedro Rios	machadobenicio	54798620149	01/16/2023, 00:00:00	751
	(Decimal('0.049531'), Decimal('154.462840'))	AB-		rupertspiess@web.de	772	1953-06-03	Hering GbR	Dr. Ivana Stroh MBA.	xliebelt	951-26-6199	01 Mar 2020	54
	(Decimal('74.9004015'), Decimal('-56.447640'))	O+		ubertobersani@outlook.com	950	1986-05-14	Eco, Dallapé e Strangio e figli	Niccolò Morabito-Emo	xviviani	LGNMSM53D68G196O	2020-06-15	43
	(Decimal('-6.9751255'), Decimal('-28.025591'))	B-	寿司職人	naoki25@hotmail.com	1448		有限会社佐藤農林	中川 智也	morichiyo	601-80-6511	2021-02-16	145
	(Decimal('-65.156504'), Decimal('4.721427'))	B-	Chemical engineer	anthonymyers@yahoo.com	72		Cunningham-Brown	Travis Nelson	cmontoya	072-82-5092	27 May 2023	238
	(Decimal('-53.706465'), Decimal('109.398197'))	B+	映画監督	yamamotoatsushi@hotmail.com	1718		阿部通信合同会社	山田 晃	harukamatsuda	292-18-5015	2025/06/28	710
		AB-		barthkarl-josef@googlemail.com	154	1939-04-25	Gerlach Täsche AG	Hans-Otto Süßebier	rohtvincent	312-31-1642	31 Aug 2021	705
	(Decimal('-79.631980'), Decimal('115.676337'))	B+	Polizist	karl-hermann08@hotmail.de	1888	1979-06-14	Boucsein KG	Nikolas Wähner	abdul87	457-21-3008	08/08/2025, 00:00:00	11
	(Decimal('-68.4197875'), Decimal('-67.747559'))	B-	行政書士	naototakahashi@gmail.com	338	1979-06-30	株式会社後藤建設	清水 花子	isuzuki	473-66-1960	17 Apr 2019	459
	(Decimal('-51.7270235'), Decimal('113.539951'))	AB-		alexeistiebitz@googlemail.com	1441	1977-03-08	Mülichen Boucsein AG	Patric Trommler	lenabarth	158-28-1817	2022/05/25	108
	(Decimal('5.030204'), Decimal('-112.652076'))	AB+	Telecommunications researcher	galassocimini@vodafone.it	1152	1914-04-02	Toscanini-Filogamo SPA	Sig. Maurizio Vespa	hmolesini	BRSLLN60C27B535W	12 Aug 2019	40
	(Decimal('2.107866'), Decimal('12.484255'))	A-	Forstwirt	hanni18@gmx.de	1934	1953-08-25	Schmidt Kohl AG & Co. KGaA	Herr Edgar Drub B.Eng.	goetz47	252-07-8317	2023-12-30	488
	(Decimal('-21.639641'), Decimal('-159.693639'))	O+		ravycastro@ig.com.br	740		Câmara	Olivia Moraes	carolinafreitas	74912063525	2022/10/30	727
	(Decimal('41.0424785'), Decimal('-77.862092'))	AB-	Scientist, research (maths)	jonathansims@yahoo.com	1177		Woods Inc	Ryan Smith	leekristen	178-43-4409	14 Sep 2024	665
		O+		opaffrath@web.de	932		Lange AG & Co. KGaA	Gebhard Ritter B.Eng.	beierreinhardt	275-10-9105	2025/03/06	444
	(Decimal('56.9230625'), Decimal('-111.903306'))	B-		shimizuyoko@hotmail.com	1918		中村水産合同会社	石井 稔	ifujii	367-65-9054	08/27/2023, 00:00:00	303
	(Decimal('-44.972672'), Decimal('19.568467'))	A+		jonathan37@gmail.com	1884		Chase Group	Nathan Conner	michelle74	104-04-7305	2021/05/22	430
	(Decimal('24.9566705'), Decimal('25.460848'))	O+		willfriedbeckmann@hotmail.de	1939		Wirth	Frau Birgitt Davids	ditmar11	847-05-8368	04/17/2019, 00:00:00	541
	(Decimal('8.608696'), Decimal('-44.877449'))	O-		isaac49@uol.com.br	525	2025-09-14	Pimenta	Srta. Hellena Ribeiro	lauraviana	02187346978	2020-01-14	645
	(Decimal('29.776319'), Decimal('13.714603'))	AB+		gregory18@gmail.com	497		Allen-Gillespie	Cindy Smith	cohenmichael	071-53-9532	29 Mar 2022	11
	(Decimal('-76.780122'), Decimal('-13.271586'))	B+	Taxidermista/Embalsamador	santosliz@gmail.com	437	2011-02-06	da Conceição	Dr. Alexandre Casa Grande	andradevicente	02597318460	08/08/2025, 00:00:00	732
	(Decimal('-77.139456'), Decimal('-28.245575'))	AB-		mathias47@yahoo.com.br	2094	1944-04-07	Freitas S/A	Clarice da Rosa	allana07	03164758901	2023/01/28	507
	(Decimal('9.5197465'), Decimal('127.327436'))	B-	脚本家	kaorinakagawa@yahoo.com	1163	1952-07-09	中川水産有限会社	佐藤 亮介	vwatanabe	141-40-6946	2021-05-10	540
	(Decimal('47.493076'), Decimal('18.399144'))	O-		qhayes@hotmail.com	821	2014-07-25	Joseph-Skinner	Theresa Johnson	derrickmartinez	179-16-6601	2021-01-16	574
	(Decimal('-17.4785755'), Decimal('129.810426'))	AB-		rachel49@hotmail.com	634		Johnson Group	Amber Cruz	conniefuller	122-44-6171	2021/12/02	170
	(Decimal('3.5542925'), Decimal('147.436268'))	A+	Barista	gloria69@alice.it	675		Fabbri-Trapani e figli	Sig. Lorenzo Tutino	hugopiazzi	GTTNNT19P25G081M	2022/05/08	264
	(Decimal('62.025171'), Decimal('-179.711662'))	A-	Customer service manager	michaelgill@yahoo.com	44	1917-12-13	Hooper-Wagner	Sara Ray	smithjeff	617-54-9498	2024/10/04	39
	(Decimal('4.364629'), Decimal('6.852922'))	B+	Violonista	isaque73@hotmail.com	1990	1939-01-22	Cassiano - ME	Sra. Ana Carolina Borges	igor93	59381742014	04/16/2020, 00:00:00	474
	(Decimal('-83.5541285'), Decimal('25.730370'))	AB-	Pilot	evamaria00@yahoo.de	719	1972-11-19	Schäfer Eimer e.G.	Kathleen Trommler B.Eng.	silviaweinhold	034-46-8223	04/15/2025, 00:00:00	703
	(Decimal('-54.903349'), Decimal('-162.266659'))	O-		maria-julialopes@ig.com.br	1772	1943-08-14	Vargas Jesus S/A	Matheus da Cruz	raulcampos	47680521930	2024/10/26	349
	(Decimal('39.521460'), Decimal('11.909644'))	AB+		hans-ulrich70@gmail.com	439		Mangold Stiftung & Co. KGaA	Songül Girschner	xfischer	961-68-4910	04/27/2020, 00:00:00	189
	(Decimal('-82.865558'), Decimal('-51.870698'))	O+	Florist	rebecca52@googlemail.com	1075	1988-05-25	Stey Patberg GmbH	Gerhard Kensy MBA.	clindau	405-89-5080	2022/08/11	489
	(Decimal('55.550623'), Decimal('-173.388086'))	B-	司法書士	manabumatsumoto@gmail.com	100	1957-10-06	株式会社斎藤農林	松本 くみ子	ryosuke15	844-57-6584	10 Nov 2019	291
	(Decimal('48.6348305'), Decimal('-85.187034'))	O-		diasjoao-guilherme@yahoo.com.br	813	1998-07-27	Mendonça	Alana Garcia	ida-rocha	71980264511	2023-10-21	702
	(Decimal('-67.113258'), Decimal('37.388690'))	AB+		suzukiyoko@yahoo.com	603		佐藤ガス有限会社	高橋 美加子	kimurachiyo	220-60-4674	12/19/2018, 00:00:00	720
	(Decimal('-51.947555'), Decimal('-41.340900'))	O-	Boxeador	lunafernandes@bol.com.br	1502		Santos S/A	Dr. Bryan Albuquerque	aylla25	41925763846	2018/09/28	689
	(Decimal('-31.030162'), Decimal('93.590253'))	AB+		sergiusostinelli@tiscali.it	58	1957-04-26	Faggiani, Bossi e Randazzo s.r.l.	Sig.ra Valeria Boccherini	raffaellinosagredo	BRSSTN65L23A557M	2021/03/03	478
	(Decimal('65.8323765'), Decimal('167.585329'))	AB-		gastone06@alice.it	504	2007-08-18	Marconi, Nosiglia e Rinaldi SPA	Alessio Verri	napoleonemascheroni	MZZNNI36C58G518G	2022/09/12	711
	(Decimal('-60.910411'), Decimal('83.131304'))	AB+		malaparterosario@fastwebnet.it	1518	1912-08-11	Beffa, Giacconi e Parri s.r.l.	Dott. Susanna Bellò	dfoscari	LTTLBT50D56A981G	08/03/2019, 00:00:00	634
	(Decimal('-6.2418165'), Decimal('-115.947384'))	B-		harro14@hotmail.de	1520	1928-01-24	Heintze GbR	Helena Rörricht	laustermuehle	730-75-9228	21 Aug 2024	87
	(Decimal('-14.0974045'), Decimal('-68.084113'))	O-		da-rochamirella@ig.com.br	1149		Machado S.A.	Maria Vitória Fernandes	sarahda-luz	18632549782	2022/06/30	181
	(Decimal('-62.425893'), Decimal('-158.256413'))	B-		qsantos@gmail.com	841	1930-12-16	Mendonça Sampaio - ME	Sra. Zoe Machado	amachado	01362584762	2018/10/26	582
	(Decimal('-58.1029215'), Decimal('28.761008'))	AB+		gael80@yahoo.com.br	824	1945-02-08	Ferreira e Filhos	Sra. Raquel Brito	giovannacassiano	92816534782	29 Dec 2019	368
	(Decimal('12.2124675'), Decimal('28.317758'))	AB-	Capataz	camila88@bol.com.br	1043		Correia S.A.	Dr. Murilo Albuquerque	isis93	06481935270	17 Jan 2022	501
	(Decimal('-73.070477'), Decimal('-149.564523'))	O-	アニメーター	naoki22@yahoo.com	688	1926-09-11	伊藤鉱業有限会社	加藤 舞	osamu58	633-39-1622	2024-11-11	660
	(Decimal('87.0064725'), Decimal('168.305614'))	A-		marcelaalbuquerque@gmail.com	2064		Nascimento	Dr. Davi Montenegro	mirella11	56784320107	2020/12/19	438
	(Decimal('-31.4109025'), Decimal('-153.382647'))	AB-		troy17@hotmail.com	1596		Hatfield Ltd	Justin Miller	vbrown	802-56-3609	2022/12/19	570
	(Decimal('63.0032005'), Decimal('-51.308577'))	B-		monteiroyago@gmail.com	543	1912-03-16	Leão	Rebeca Pires	kaparecida	10746523980	03/04/2024, 00:00:00	65
	(Decimal('52.8707165'), Decimal('-101.208244'))	O-		hcostela@gmail.com	504		Rocha	Dr. Ravi Lucca Lopes	heitormoura	59237610416	2021-12-07	103
	(Decimal('-5.5972055'), Decimal('-107.043660'))	AB-	Information officer	letiziagermano@libero.it	162	2020-11-29	Iannelli-Padovano Group	Ezio Donatoni-Bernetti	amedeosimeoni	BTTMLN46B05D253G	19 Dec 2022	672
	(Decimal('-17.060396'), Decimal('80.552241'))	B+	Film/video editor	jeffreyespinoza@hotmail.com	883		Goodman-Evans	David Cooper	samuelsimpson	793-48-0703	08/26/2022, 00:00:00	645
	(Decimal('-2.319780'), Decimal('8.973731'))	O-	Polizist	jacobbernhard@gmx.de	721	1997-07-19	Lindau Wähner GbR	Herbert Birnbaum-Dörr	haasehellmut	530-59-7105	12/19/2018, 00:00:00	80
	(Decimal('23.148932'), Decimal('123.264349'))	O+	脚本家	atsushikimura@hotmail.com	20	1960-02-20	林ガス株式会社	村上 智也	kito	010-92-2737	05/07/2025, 00:00:00	592
	(Decimal('86.370200'), Decimal('160.745255'))	B+		bryanpimenta@bol.com.br	349		Pereira	Paulo Novaes	mirellamartins	06978342122	2022-05-31	670
	(Decimal('-43.6250665'), Decimal('-156.567914'))	O-		hyoung@gmail.com	2026		Lopez-Brennan	Tyler Newman	psaunders	589-27-8649	2024-01-02	386
	(Decimal('-89.3103855'), Decimal('-57.168966'))	O+		wmusatti@tiscali.it	869	2023-05-08	Schiavo-Zaccardo e figli	Liliana Giolitti	imelda99	MRCMLN04H03C952B	2021/08/21	270
	(Decimal('82.2255415'), Decimal('-103.284404'))	AB-		holtkarlfried@aol.de	1432	1914-10-26	Trub e.G.	Rosita Ruppersberger	ehauffer	282-66-3770	2021/09/21	762
		A-		yoichimori@hotmail.com	597	1950-10-08	阿部通信有限会社	森 智也	takahashinaoki	525-22-8853	2023/05/29	68
	(Decimal('25.0587475'), Decimal('-48.635007'))	O-		qishii@yahoo.com	1114	2003-01-07	井上建設合同会社	前田 さゆり	ufujii	169-08-5869	2021/11/22	483
	(Decimal('6.003183'), Decimal('-44.621177'))	B+		qrosemann@web.de	915	2012-06-28	Hartmann Rogner KG	Heiko Gutknecht-Höfig	phillipjuncken	265-89-7715	2022-07-31	684
	(Decimal('25.4697355'), Decimal('-165.154053'))	B-		hpayne@hotmail.com	822		Fitzgerald-Key	Justin Walls	williamsderrick	895-16-1276	2019-06-23	308
	(Decimal('-80.514466'), Decimal('-122.584538'))	B+		satomi85@yahoo.com	1774	2020-02-23	遠藤鉱業有限会社	田中 学	yamashitajun	879-86-5174	2021/08/12	92
	(Decimal('-51.594442'), Decimal('-140.383245'))	B+		gilbertogualtieri@virgilio.it	388	2013-10-07	Camilleri, Puccini e Capecchi SPA	Stefania Trupiano	tinasaffi	DLLPRC50C12D693B	09 Jun 2024	735
	(Decimal('21.000219'), Decimal('-115.349197'))	B+	Camera operator	kwhite@hotmail.com	781	1995-06-14	Cervantes, Bright and Frost	Gregory Colon	deanna68	039-48-2343	2023/01/08	143
	(Decimal('-20.326212'), Decimal('52.851960'))	A+		kanamatsuda@hotmail.com	1547	1966-08-09	山本通信合同会社	山口 晃	shota19	337-35-9270	19 Mar 2025	476
	(Decimal('-28.705512'), Decimal('85.349446'))	A+		wmack@gmail.com	1560		Griffith, Hickman and Warner	Gregory Diaz	zsmith	848-84-8913	2025-02-22	210
	(Decimal('-50.8019455'), Decimal('49.117427'))	B+	Advertising account planner	wilsondakota@gmail.com	1461		Dominguez LLC	David Harris	edward14	772-26-0787	2020-01-28	536
	(Decimal('-16.7524625'), Decimal('32.993840'))	A+		toniwaters@yahoo.com	535		Harris, Lee and Bryant	Steven Brown	mcknightjessica	048-87-0328	2019-11-25	335
	(Decimal('-45.3300745'), Decimal('-37.311821'))	A+	Pilot	groettnergereon@yahoo.de	2091	1988-01-16	Naser Meyer KG	Ellen Davids-Ruppert	veli27	119-86-6166	12 May 2022	542
	(Decimal('54.4066065'), Decimal('-106.085678'))	B-	Corporate treasurer	sanderskristen@hotmail.com	211	1985-02-26	Nguyen Inc	Tanner Anderson	tracy22	258-43-4197	27 Aug 2025	201
	(Decimal('-86.307404'), Decimal('30.182389'))	O-		iacosta@yahoo.com	637	1978-11-16	Franco-Wright	Lindsay Estrada	danielmendoza	115-33-9605	2024/10/19	709
	(Decimal('12.092561'), Decimal('92.705177'))	AB+	Phytotherapist	umbertoagazzi@hotmail.it	1504		Scaramucci, Zetticci e Alighieri e figli	Toni Anastasi	temistocle86	BSSFLP73P05M342O	2025-02-23	748
	(Decimal('87.9894885'), Decimal('-67.557354'))	B+		jfukuda@hotmail.com	701	1996-02-18	有限会社田中情報	青木 翼	shoheinishimura	081-56-4103	2021-03-14	376
		O-		luiz-miguelmendonca@yahoo.com.br	739	2008-08-19	Gonçalves S/A	Dr. Luiz Otávio Cavalcanti	gcamara	07395684265	11 Jun 2019	39
	(Decimal('39.2182035'), Decimal('114.946203'))	O+		novaesjoao-vitor@uol.com.br	1496	1940-07-05	Silveira Mendes S.A.	Luna Fogaça	raulsa	63812540762	14 Jun 2021	66
	(Decimal('68.975128'), Decimal('168.533553'))	AB-		benjamim94@yahoo.com.br	1283	1940-12-12	Barbosa	Bruno Gomes	asilva	64902851342	2022-12-09	117
	(Decimal('88.0744395'), Decimal('38.975110'))	O+		giovannavilladicani@virgilio.it	1699	1928-02-28	Ferrante, Zarlino e Foscari Group	Roberto Antonelli	rapisardipomponio	PLZSVD80D50H519M	2025/05/01	360
	(Decimal('-30.922511'), Decimal('115.046728'))	B-		kguerra@uol.com.br	297		Casa Grande	Amanda Araújo	dcarvalho	67253084900	17 Jan 2020	660
	(Decimal('17.333053'), Decimal('169.681058'))	B-		irma89@libero.it	1126		Panatta-Vigorelli SPA	Nadia Flaiano	marinettilazzaro	GNSZRA45T01D863G	19 Oct 2023	91
	(Decimal('-33.729071'), Decimal('69.399975'))	B-	Tax inspector	gozzanoraffaellino@tin.it	1275		Surian-Cremonesi s.r.l.	Atenulf Trobbiani	alberico48	CSRBRL22D52H174U	03/06/2019, 00:00:00	605
	(Decimal('81.862144'), Decimal('-119.729904'))	A-	Mototaxista	raul12@hotmail.com	920	1931-06-30	Cavalcante - ME	Otto Brito	bpacheco	36241879022	2021/02/28	659
	(Decimal('-77.1537065'), Decimal('101.977395'))	A+		amalia30@aol.de	1668		auch Schlauchin	Gert Dehmel-Sager	hornigconstance	972-43-5658	18 Nov 2020	702
	(Decimal('43.091187'), Decimal('35.377970'))	A+		inouesayuri@yahoo.com	836	1947-08-09	株式会社橋本鉱業	石川 篤司	jmaeda	331-04-0666	22 Oct 2023	694
	(Decimal('-35.0166795'), Decimal('166.985768'))	B-	Heritage manager	mnelson@hotmail.com	475		Snyder-Murphy	Jennifer Higgins	patrickstokes	408-50-9608	2020/05/11	700
	(Decimal('-72.2688505'), Decimal('130.656849'))	AB+		massimiliano45@gmail.com	1249		Nosiglia, Farinelli e Monaco s.r.l.	Azeglio Micheletti	evangelista13	FLLPCC72S44E718F	2020/01/15	663
	(Decimal('-42.0659585'), Decimal('45.752813'))	B+		geronimo79@libero.it	134	1939-05-22	Gucci e figli	Lolita Luna	simonesraffa	SPDGCM92A60C306I	05/19/2020, 00:00:00	564
